x,y,vx,vy,r,t,name
-93710180806.98268,52715769203.82859,17223.499823062222,30766.978481137256,107519999579.7466,20995200,Venus
-92147317704.78702,55331968992.26957,18088.6933124498,30280.090143992784,107483742736.97598,21081600,Venus
-90510875380.76488,57903968937.569885,18940.304676182106,29768.5178854203,107448072020.46674,21168000,Venus
-88802089878.5382,60429668236.096085,19777.609979475572,29232.630769979136,107413015831.04636,21254400,Venus
-87022258973.68643,62906999901.51736,20599.89473208053,28672.82020163511,107378602121.15286,21340800,Venus
-85172741292.97878,65333932677.26196,21406.454637820032,28089.49971926627,107344858369.82454,21427200,Venus
-83254955368.99883,67708472928.859406,22196.5963423606,27483.104763859294,107311811557.96445,21513600,Venus
-81270378630.4204,70028666513.70352,22969.63817799116,26854.092417177268,107279488143.91031,21600000,Venus
-79220546328.30089,72292600625.75781,23724.91090416093,26202.941111739532,107247914039.34058,21686400,Venus
-77107050398.86847,74498405612.71602,24461.758442504917,25530.150312016223,107217114585.5474,21772800,Venus
-74931538263.39069,76644256763.12791,25179.538605066875,24836.24016680432,107187114530.10693,21859200,Venus
-72695711565.82529,78728376061.00337,25877.623814414383,24121.75113281772,107157938003.9782,21945600,Venus
-70401324849.06725,80749033905.41608,26555.401814329172,23387.243569591406,107129608499.06027,22032000,Venus
-68050184170.72099,82704550792.64311,27212.276369748262,22633.29730586843,107102148846.23898,22118400,Venus
-65644145659.441154,84593298958.39711,27847.667954627785,21860.51117770837,107075581193.95233,22204800,Venus
-63185114013.00003,86413703977.73445,28461.014426401864,21069.50253862668,107049926987.305,22291200,Venus
-60675040939.35437,88164246320.25583,29051.77168571362,20260.90674214561,107025206947.76102,22377600,Venus
-58115923542.09737,89843462858.2547,29619.414320104246,19435.376597209084,107001441053.44328,22464000,Venus
-55509802651.794304,91449948325.51425,30163.43623035951,18593.581796985625,106978648520.0686,22550400,Venus
-52858761104.81118,92982356724.50523,30683.35123823057,17736.20832165484,106956847782.54565,22636800,Venus
-50164921971.354416,94439402679.79414,31178.69367426815,16863.95781584394,106936056477.26303,22723200,Venus
-47430446734.54654,95819862735.53549,31649.01894453557,15977.546941450799,106916291425.09349,22809600,Venus
